169,75.0,215.0,38.49
170,72.0,195.0,32.68
171,74.0,200.0,34.93
172,72.0,194.0,26.26
173,74.0,220.0,27.56
174,70.0,180.0,23.98
175,71.0,180.0,29.73
176,70.0,170.0,31.33
177,75.0,195.0,27.13
178,71.0,180.0,26.75
179,71.0,170.0,27.09
180,73.0,206.0,29.23
181,72.0,205.0,28.88
182,71.0,200.0,33.01
183,73.0,225.0,30.57
184,72.0,201.0,31.24
185,75.0,225.0,24.95
186,74.0,233.0,24.62
187,74.0,180.0,24.98
188,75.0,225.0,26.22
189,73.0,180.0,26.04
190,77.0,220.0,26.45
191,73.0,180.0,25.25
192,76.0,237.0,27.77
193,75.0,215.0,35.16
194,74.0,190.0,37.1
195,76.0,235.0,34.51
196,75.0,190.0,29.28
197,73.0,180.0,32.14
198,71.0,165.0,23.94
199,76.0,195.0,27.45
200,75.0,200.0,28.77
201,72.0,190.0,23.58
202,71.0,190.0,27.56
203,77.0,185.0,24.01
204,73.0,185.0,26.52
205,74.0,205.0,35.54
206,71.0,190.0,29.43
207,72.0,205.0,29.9
208,74.0,206.0,32.7
209,75.0,220.0,28.8
210,73.0,208.0,32.82
211,72.0,170.0,24.36
212,75.0,195.0,32.68
213,75.0,210.0,31.59
214,74.0,190.0,33.32
215,72.0,211.0,32.97
216,74.0,230.0,32.72
217,71.0,170.0,22.55
218,70.0,185.0,27.45
219,74.0,185.0,38.23
220,77.0,241.0,31.14
221,77.0,225.0,34.71
222,75.0,210.0,26.13
223,75.0,175.0,24.43
224,78.0,230.0,23.76
225,75.0,200.0,26.92
226,76.0,215.0,25.85
227,73.0,198.0,30.16
228,75.0,226.0,25.03
229,75.0,278.0,24.21
230,79.0,215.0,26.51
231,77.0,230.0,26.36
232,76.0,240.0,30.88
233,71.0,184.0,32.57
234,75.0,219.0,37.68
235,74.0,170.0,37.25
236,69.0,218.0,35.25
237,71.0,190.0,33.95
238,76.0,225.0,32.66
239,72.0,220.0,26.68
240,72.0,176.0,25.18
241,70.0,190.0,31.39
242,72.0,197.0,33.74
243,73.0,204.0,31.42
244,71.0,167.0,27.5
245,72.0,180.0,24.25
246,71.0,195.0,29.78
247,73.0,220.0,30.0
248,72.0,215.0,33.09
249,73.0,185.0,25.96
250,74.0,190.0,23.34
251,74.0,205.0,29.98
252,72.0,205.0,38.28
253,75.0,200.0,24.97
254,74.0,210.0,24.34
255,74.0,215.0,29.49
256,77.0,200.0,24.02
257,75.0,205.0,24.73
258,73.0,211.0,42.3
259,72.0,190.0,29.54
260,71.0,208.0,29.95
261,74.0,200.0,29.24
262,77.0,210.0,30.3
263,75.0,232.0,40.77
264,75.0,230.0,38.85
265,75.0,210.0,22.31
266,78.0,220.0,25.44
267,78.0,210.0,21.78
268,74.0,202.0,22.64
269,76.0,212.0,26.11
270,78.0,225.0,27.55
271,76.0,170.0,24.63
272,70.0,190.0,23.58
273,72.0,200.0,30.73
274,80.0,237.0,32.17
275,74.0,220.0,30.43
276,74.0,170.0,23.27
277,71.0,193.0,32.51
278,70.0,190.0,25.08
279,72.0,150.0,22.41
280,71.0,220.0,27.9
281,74.0,200.0,34.74
282,71.0,190.0,30.79
283,72.0,185.0,25.71
284,71.0,185.0,29.26
285,74.0,200.0,21.58
286,69.0,172.0,33.36
287,76.0,220.0,24.94
288,75.0,225.0,20.9
289,75.0,190.0,21.52
290,76.0,195.0,25.85
291,73.0,219.0,27.27
292,76.0,190.0,26.75
293,73.0,197.0,36.03
294,77.0,200.0,30.52
295,73.0,195.0,32.55
296,72.0,210.0,29.86
297,72.0,177.0,29.58
298,77.0,220.0,30.02
299,77.0,235.0,29.16
300,71.0,180.0,22.3
301,74.0,195.0,22.06
302,74.0,195.0,25.65
303,73.0,190.0,25.49
304,78.0,230.0,27.86
305,75.0,190.0,23.73
306,73.0,200.0,31.78
307,70.0,190.0,23.06
308,74.0,190.0,26.6
309,72.0,200.0,29.39
310,73.0,200.0,26.51
311,73.0,184.0,25.08
312,75.0,200.0,25.76
313,75.0,180.0,22.52
314,74.0,219.0,25.57
315,76.0,187.0,25.43
316,73.0,200.0,34.65
317,74.0,220.0,22.68
318,75.0,205.0,21.46
319,75.0,190.0,23.47
320,72.0,170.0,23.1
321,73.0,160.0,29.14
322,73.0,215.0,29.77
323,72.0,175.0,23.85
324,74.0,205.0,28.88
325,78.0,200.0,24.49
326,76.0,214.0,25.19
327,73.0,200.0,27.48
328,74.0,190.0,28.31
329,75.0,180.0,26.54
330,70.0,205.0,26.77
331,75.0,220.0,23.75
332,71.0,190.0,26.41
333,72.0,215.0,36.47
334,78.0,235.0,26.06
335,75.0,191.0,27.55
336,73.0,200.0,31.28
337,73.0,181.0,29.04
338,71.0,200.0,32.95
339,75.0,210.0,26.65
340,77.0,240.0,27.5
341,72.0,185.0,30.9
342,69.0,165.0,29.09
343,73.0,190.0,36.67
344,74.0,185.0,23.44
345,72.0,175.0,29.09
346,70.0,155.0,22.89
347,75.0,210.0,25.48
348,70.0,170.0,25.84
349,72.0,175.0,27.2
350,72.0,220.0,25.22
351,74.0,210.0,24.67
352,73.0,205.0,39.25
353,74.0,200.0,32.17
354,76.0,205.0,32.77
355,75.0,195.0,29.83
356,80.0,240.0,31.02
357,72.0,150.0,29.73
358,75.0,200.0,28.48
359,73.0,215.0,26.51
360,74.0,202.0,26.0
361,74.0,200.0,23.36
362,73.0,190.0,25.9
363,75.0,205.0,28.5
364,75.0,190.0,25.62
365,71.0,160.0,30.94
366,73.0,215.0,26.59
367,75.0,185.0,22.78
368,74.0,200.0,32.26
369,74.0,190.0,30.35
370,72.0,210.0,33.26
371,74.0,185.0,32.35
372,74.0,220.0,27.3
373,74.0,190.0,32.08
374,73.0,202.0,25.25
375,76.0,205.0,25.03
376,75.0,220.0,26.89
377,72.0,175.0,24.69
378,73.0,160.0,22.44
379,73.0,190.0,30.36
380,73.0,200.0,26.27
381,72.0,229.0,29.5
382,72.0,206.0,29.75
383,72.0,220.0,38.3
384,72.0,180.0,39.75
385,71.0,195.0,32.84
386,75.0,175.0,26.66
387,75.0,188.0,24.94
388,74.0,230.0,27.76
389,73.0,190.0,23.66
390,75.0,200.0,24.96
391,79.0,190.0,23.65
392,74.0,219.0,29.42
393,76.0,235.0,32.18
394,73.0,180.0,26.66
395,74.0,180.0,27.47
396,74.0,180.0,25.66
397,72.0,200.0,35.13
398,74.0,234.0,31.15
399,74.0,185.0,35.67
400,75.0,220.0,29.6
401,78.0,223.0,30.14
402,74.0,200.0,24.53
403,74.0,210.0,24.49
404,74.0,200.0,26.28
405,77.0,210.0,24.06
406,70.0,190.0,35.88
407,73.0,177.0,30.42
408,74.0,227.0,30.09
409,73.0,180.0,26.5
410,71.0,195.0,24.94
411,75.0,199.0,29.6
412,71.0,175.0,32.43
413,72.0,185.0,37.16
414,77.0,240.0,30.57
415,74.0,210.0,27.01
416,70.0,180.0,30.23
417,77.0,194.0,26.03
418,73.0,225.0,28.23
419,72.0,180.0,25.21
420,76.0,205.0,25.45
421,71.0,193.0,26.24
422,76.0,230.0,30.15
423,78.0,230.0,29.8
424,75.0,220.0,33.41
425,73.0,200.0,30.95
426,78.0,249.0,31.17
427,74.0,190.0,30.95
428,79.0,208.0,29.44
429,75.0,245.0,27.14
430,76.0,250.0,26.21
431,72.0,160.0,24.08
432,75.0,192.0,23.96
433,75.0,220.0,24.94
434,70.0,170.0,29.56
435,72.0,197.0,26.42
436,70.0,155.0,23.92
437,74.0,190.0,25.23
438,71.0,200.0,35.82
439,76.0,220.0,23.87
440,73.0,210.0,32.57
441,76.0,228.0,25.79
442,71.0,190.0,31.47
443,69.0,160.0,22.61
444,72.0,184.0,24.85
445,72.0,180.0,27.33
446,69.0,180.0,26.67
447,73.0,200.0,37.43
448,69.0,176.0,29.31
449,73.0,160.0,29.85
450,74.0,222.0,27.93
451,74.0,211.0,31.62
452,72.0,195.0,30.55
453,71.0,200.0,24.77
454,72.0,175.0,33.77
455,72.0,206.0,27.97
456,76.0,240.0,27.85
457,76.0,185.0,23.26
458,76.0,260.0,25.38
459,74.0,185.0,23.35
460,76.0,221.0,25.45
461,75.0,205.0,26.49
462,71.0,200.0,24.0
463,72.0,170.0,24.16
464,71.0,201.0,28.1
465,73.0,205.0,25.65
466,75.0,185.0,28.58
467,76.0,205.0,32.27
468,75.0,245.0,29.86
469,71.0,220.0,25.14
470,75.0,210.0,23.03
471,74.0,220.0,30.25
472,72.0,185.0,30.67
473,73.0,175.0,27.73
474,73.0,170.0,23.34
475,73.0,180.0,25.94
476,73.0,200.0,31.56
477,76.0,210.0,34.85
478,72.0,175.0,23.98
479,76.0,220.0,23.14
480,73.0,206.0,28.99
481,73.0,180.0,25.02
482,73.0,210.0,29.85
483,75.0,195.0,27.03
484,75.0,200.0,25.15
485,77.0,200.0,27.12
486,73.0,164.0,31.63
487,72.0,180.0,32.62
488,75.0,220.0,39.79
489,70.0,195.0,34.47
490,74.0,205.0,23.47
491,72.0,170.0,25.31
492,80.0,240.0,27.1
493,71.0,210.0,24.35
494,71.0,195.0,23.45
495,74.0,200.0,28.24
496,74.0,205.0,28.77
497,73.0,192.0,26.53
498,75.0,190.0,25.64
499,76.0,170.0,25.83
500,73.0,240.0,38.06
501,77.0,200.0,36.38
502,72.0,205.0,25.27
503,73.0,175.0,27.2
504,77.0,250.0,31.59
505,76.0,220.0,29.56
506,71.0,224.0,35.5
507,75.0,210.0,30.35
508,73.0,195.0,24.11
509,74.0,180.0,23.29
510,77.0,245.0,31.48
511,71.0,175.0,27.23
512,72.0,180.0,24.07
513,73.0,215.0,28.68
514,69.0,175.0,27.05
515,73.0,180.0,31.15
516,70.0,195.0,31.85
517,74.0,230.0,31.68
518,76.0,230.0,34.23
519,73.0,205.0,32.01
520,73.0,215.0,25.41
521,75.0,195.0,24.73
522,73.0,180.0,25.66
523,79.0,205.0,24.5
524,74.0,180.0,24.38
525,73.0,190.0,26.89
526,74.0,180.0,24.2
527,77.0,190.0,26.97
528,75.0,190.0,25.21
529,74.0,220.0,30.46
530,73.0,210.0,28.53
531,77.0,255.0,25.75
532,73.0,190.0,31.15
533,77.0,230.0,26.48
534,74.0,200.0,26.93
535,74.0,205.0,29.55
536,73.0,210.0,34.75
537,77.0,225.0,29.71
538,74.0,215.0,29.83
539,77.0,220.0,33.57
540,75.0,205.0,28.21
541,77.0,200.0,27.54
542,75.0,220.0,26.05
543,71.0,197.0,23.64
544,74.0,225.0,24.82
545,70.0,187.0,29.8
546,79.0,245.0,34.71
547,72.0,185.0,29.22
548,72.0,185.0,23.96
549,70.0,175.0,23.87
550,74.0,200.0,26.77
551,74.0,180.0,23.49
552,72.0,188.0,26.77
553,73.0,225.0,24.51
554,72.0,200.0,33.23
555,74.0,210.0,31.04
556,74.0,245.0,32.02
557,76.0,213.0,31.44
558,82.0,231.0,43.47
559,74.0,165.0,28.38
560,74.0,228.0,27.81
561,70.0,210.0,24.57
562,73.0,250.0,23.34
563,73.0,191.0,27.09
564,74.0,190.0,25.14
565,77.0,200.0,27.07
566,72.0,215.0,24.02
567,76.0,254.0,27.6
568,73.0,232.0,27.99
569,73.0,180.0,27.56
570,72.0,215.0,28.63
571,74.0,220.0,30.99
572,74.0,180.0,26.33
573,71.0,200.0,26.97
574,72.0,170.0,22.85
575,75.0,195.0,23.19
576,74.0,210.0,23.87
577,74.0,200.0,33.98
578,77.0,220.0,28.26
579,70.0,165.0,29.12
580,71.0,180.0,26.18
581,73.0,200.0,28.03
582,76.0,200.0,23.08
583,71.0,170.0,26.24
584,75.0,224.0,26.63
585,74.0,220.0,24.21
586,72.0,180.0,23.01
587,76.0,198.0,23.13
588,79.0,240.0,23.08
589,76.0,239.0,25.13
590,73.0,185.0,24.66
591,76.0,210.0,26.03
592,78.0,220.0,28.7
593,75.0,200.0,25.57
594,76.0,195.0,24.65
595,72.0,220.0,25.55
596,72.0,230.0,22.27
597,73.0,170.0,24.76
598,73.0,220.0,23.98
599,75.0,230.0,27.85
600,71.0,165.0,22.14
601,76.0,205.0,27.05
602,70.0,192.0,31.45
603,75.0,210.0,32.03
604,74.0,205.0,29.95
605,75.0,200.0,23.47
606,73.0,210.0,37.21
607,71.0,185.0,25.67
608,71.0,195.0,34.69
609,72.0,202.0,30.04
610,73.0,205.0,32.52
611,73.0,195.0,24.15
612,72.0,180.0,26.86
613,69.0,200.0,27.94
614,73.0,185.0,26.63
615,78.0,240.0,27.31
616,71.0,185.0,30.55
617,73.0,220.0,40.68
618,75.0,205.0,37.27
619,76.0,205.0,25.78
620,70.0,180.0,30.98
621,74.0,201.0,28.41
622,77.0,190.0,30.01
623,75.0,208.0,31.57
624,79.0,240.0,28.81
625,72.0,180.0,24.09
626,77.0,230.0,26.47
627,73.0,195.0,30.5
628,75.0,215.0,23.74
629,75.0,190.0,24.49
630,75.0,195.0,26.73
631,73.0,215.0,27.01
632,73.0,215.0,39.75
633,76.0,220.0,27.16
634,77.0,220.0,25.74
635,75.0,230.0,37.43
636,70.0,195.0,39.85
637,71.0,190.0,28.62
638,71.0,195.0,23.9
639,75.0,209.0,25.18
640,74.0,204.0,33.53
641,69.0,170.0,33.03
642,70.0,185.0,31.35
643,75.0,205.0,22.39
644,72.0,175.0,27.99
645,75.0,210.0,27.22
646,73.0,190.0,27.49
647,72.0,180.0,27.53
648,72.0,180.0,26.26
649,72.0,160.0,25.18
650,76.0,235.0,27.12
651,75.0,200.0,27.69
652,74.0,210.0,25.69
653,69.0,180.0,28.11
654,73.0,190.0,31.21
655,72.0,197.0,30.8
656,72.0,203.0,30.21
657,75.0,205.0,28.06
658,77.0,170.0,26.52
659,76.0,200.0,23.1
660,80.0,250.0,25.02
661,77.0,200.0,26.14
662,76.0,220.0,25.38
663,79.0,200.0,27.6
664,71.0,190.0,25.5
665,75.0,170.0,24.24
666,73.0,190.0,23.32
667,76.0,220.0,31.56
668,77.0,215.0,34.19
669,73.0,206.0,36.78
670,76.0,215.0,27.73
671,70.0,185.0,34.88
672,75.0,235.0,31.0
673,73.0,188.0,48.52
674,75.0,230.0,34.68
675,70.0,195.0,37.38
676,69.0,168.0,24.33
677,71.0,190.0,37.3
678,72.0,160.0,23.72
679,72.0,200.0,24.19
680,73.0,200.0,25.7
681,70.0,189.0,29.06
682,70.0,180.0,33.48
683,73.0,190.0,29.85
684,76.0,200.0,34.3
685,75.0,220.0,40.66
686,72.0,187.0,21.9
687,73.0,240.0,27.39
688,79.0,190.0,23.13
689,71.0,180.0,35.35
690,72.0,185.0,40.93
691,74.0,210.0,33.67
692,74.0,220.0,37.39
693,74.0,219.0,27.97
694,72.0,190.0,25.54
695,76.0,193.0,25.81
696,76.0,175.0,22.53
697,72.0,180.0,22.86
698,72.0,215.0,24.07
699,71.0,210.0,29.5
700,72.0,200.0,30.03
701,72.0,190.0,27.38
702,70.0,185.0,30.51
703,77.0,220.0,28.3
704,74.0,170.0,29.84
705,72.0,195.0,33.41
706,76.0,205.0,33.6
707,71.0,195.0,35.6
708,76.0,210.0,24.19
709,71.0,190.0,37.88
710,73.0,190.0,27.56
711,70.0,180.0,24.42
712,73.0,220.0,31.05
713,73.0,190.0,31.56
714,72.0,186.0,35.55
715,71.0,185.0,41.21
716,71.0,190.0,27.12
717,71.0,180.0,26.97
718,72.0,190.0,28.92
719,72.0,170.0,30.06
720,74.0,210.0,31.51
721,74.0,240.0,30.69
722,74.0,220.0,30.19
723,71.0,180.0,38.11
724,72.0,210.0,28.68
725,75.0,210.0,27.44
726,72.0,195.0,24.63
727,71.0,160.0,28.11
728,72.0,180.0,28.9
729,72.0,205.0,24.11
730,72.0,200.0,40.53
731,72.0,185.0,29.5
732,74.0,245.0,28.62
733,74.0,190.0,26.42
734,77.0,210.0,30.18
735,75.0,200.0,33.75
736,73.0,200.0,30.06
737,75.0,222.0,29.22
738,73.0,215.0,24.47
739,76.0,240.0,24.94
740,72.0,170.0,28.77
741,77.0,220.0,28.54
742,75.0,156.0,27.32
743,72.0,190.0,35.12
744,71.0,202.0,24.04
745,71.0,221.0,36.39
746,75.0,200.0,22.81
747,72.0,190.0,33.6
748,73.0,210.0,38.98
749,73.0,190.0,34.39
750,71.0,200.0,33.15
751,70.0,165.0,29.35
752,75.0,190.0,26.59
753,71.0,185.0,23.46
754,76.0,230.0,22.43
755,73.0,208.0,24.89
756,68.0,209.0,24.67
757,71.0,175.0,26.17
758,72.0,180.0,29.54
759,74.0,200.0,39.49
760,77.0,205.0,34.08
761,72.0,200.0,30.52
762,76.0,250.0,28.77
763,78.0,210.0,33.75
764,81.0,230.0,32.69
765,72.0,244.0,22.59
766,73.0,202.0,37.04
767,76.0,240.0,22.7
768,72.0,200.0,25.6
769,72.0,215.0,27.23
770,74.0,177.0,25.74
771,76.0,210.0,30.29
772,73.0,170.0,26.72
773,76.0,215.0,33.9
774,75.0,217.0,29.86
775,70.0,198.0,36.13
776,71.0,200.0,27.54
777,74.0,220.0,31.49
778,72.0,170.0,28.1
779,73.0,200.0,34.07
780,76.0,230.0,27.28
781,76.0,231.0,30.8
782,73.0,183.0,28.2
783,71.0,192.0,27.9
784,68.0,167.0,28.26
785,71.0,190.0,30.96
786,71.0,180.0,24.18
787,74.0,180.0,27.52
788,77.0,215.0,27.78
789,69.0,160.0,26.25
790,72.0,205.0,29.5
791,76.0,223.0,30.39
792,75.0,175.0,23.18
793,76.0,170.0,25.81
794,75.0,190.0,23.01
795,76.0,240.0,31.72
796,72.0,175.0,44.28
797,74.0,230.0,36.91
798,76.0,223.0,26.54
799,74.0,196.0,29.27
800,72.0,167.0,30.51
801,75.0,195.0,31.28
802,78.0,190.0,26.51
803,77.0,250.0,34.87
804,70.0,190.0,39.28
805,72.0,190.0,28.56
806,79.0,190.0,27.82
807,74.0,170.0,25.94
808,71.0,160.0,28.53
809,68.0,150.0,22.11
810,77.0,225.0,27.71
811,75.0,220.0,37.38
812,71.0,209.0,30.67
813,72.0,210.0,30.48
814,70.0,176.0,27.12
815,72.0,260.0,22.81
816,72.0,195.0,24.46
817,73.0,190.0,34.73
818,72.0,184.0,36.53
819,74.0,180.0,24.53
820,72.0,195.0,27.17
821,72.0,195.0,26.9
822,75.0,219.0,33.67
823,72.0,225.0,29.14
824,73.0,212.0,32.61
825,74.0,202.0,33.87
826,72.0,185.0,24.41
827,78.0,200.0,24.94
828,75.0,209.0,27.36
829,72.0,200.0,26.33
830,74.0,195.0,25.72
831,75.0,228.0,28.7
832,75.0,210.0,28.53
833,76.0,190.0,26.07
834,74.0,212.0,27.31
835,74.0,190.0,23.26
836,73.0,218.0,28.62
837,74.0,220.0,32.16
838,71.0,190.0,38.43
839,74.0,235.0,31.81
840,75.0,210.0,29.1
841,76.0,200.0,31.28
842,74.0,188.0,29.17
843,76.0,210.0,25.89
844,76.0,235.0,26.13
845,73.0,188.0,29.13
846,75.0,215.0,28.92
847,75.0,216.0,26.01
848,74.0,220.0,24.81
849,68.0,180.0,28.79
850,72.0,185.0,33.77
851,75.0,200.0,33.85
852,71.0,210.0,27.36
853,70.0,220.0,26.01
854,72.0,185.0,29.95
855,73.0,231.0,28.12
856,72.0,210.0,32.87
857,75.0,195.0,31.2
858,74.0,200.0,34.14
859,70.0,205.0,36.11
860,76.0,200.0,26.31
861,71.0,190.0,27.5
862,82.0,250.0,27.77
863,72.0,185.0,40.88
864,73.0,180.0,25.75
865,74.0,170.0,31.41
866,71.0,180.0,30.84
867,75.0,208.0,30.57
868,77.0,235.0,39.79
869,72.0,215.0,39.38
870,74.0,244.0,29.42
871,72.0,220.0,26.19
872,73.0,185.0,23.74
873,78.0,230.0,26.03
874,77.0,190.0,28.59
875,73.0,200.0,26.77
876,73.0,180.0,27.21
877,73.0,190.0,24.87
878,73.0,196.0,30.26
879,73.0,180.0,22.34
880,76.0,230.0,26.2
881,75.0,224.0,28.45
882,70.0,160.0,27.63
883,73.0,178.0,25.93
884,72.0,205.0,28.94
885,73.0,185.0,26.8
886,75.0,210.0,22.42
887,74.0,180.0,27.26
888,73.0,190.0,28.38
889,73.0,200.0,25.23
890,76.0,257.0,28.16
891,73.0,190.0,28.48
892,75.0,220.0,26.78
893,70.0,165.0,25.24
894,77.0,205.0,27.45
895,72.0,200.0,29.05
896,77.0,208.0,29.08
897,74.0,185.0,25.84
898,75.0,215.0,25.4
899,75.0,170.0,26.54
900,75.0,235.0,22.73
901,75.0,210.0,28.53
902,72.0,170.0,25.37
903,74.0,180.0,25.35
904,71.0,170.0,26.43
905,76.0,190.0,25.43
906,71.0,150.0,29.23
907,75.0,230.0,30.22
908,76.0,203.0,32.3
909,83.0,260.0,28.42
910,75.0,246.0,25.24
911,74.0,186.0,29.13
912,76.0,210.0,24.63
913,72.0,198.0,24.95
914,72.0,210.0,28.06
915,75.0,215.0,25.86
916,75.0,180.0,27.32
917,72.0,200.0,25.91
918,77.0,245.0,26.63
919,73.0,200.0,25.95
920,72.0,192.0,29.17
921,70.0,192.0,29.19
922,74.0,200.0,28.44
923,72.0,192.0,26.36
924,74.0,205.0,28.29
925,72.0,190.0,29.45
926,71.0,186.0,25.34
927,70.0,170.0,26.86
928,71.0,197.0,26.36
929,76.0,219.0,27.39
930,74.0,200.0,25.84
931,76.0,220.0,25.08
932,74.0,207.0,23.87
933,74.0,225.0,24.68
934,74.0,207.0,24.64
935,75.0,212.0,29.19
936,75.0,225.0,28.84
937,71.0,170.0,25.33
938,71.0,190.0,24.45
939,74.0,210.0,28.32
940,77.0,230.0,32.34
941,71.0,210.0,34.97
942,74.0,200.0,32.04
943,75.0,238.0,23.49
944,77.0,234.0,26.09
945,76.0,222.0,26.41
946,74.0,200.0,26.55
947,76.0,190.0,24.62
948,72.0,170.0,28.49
949,71.0,220.0,32.61
950,72.0,223.0,28.06
951,75.0,210.0,28.08
952,73.0,215.0,37.34
953,68.0,196.0,35.25
954,72.0,175.0,24.77
955,69.0,175.0,39.85
956,73.0,189.0,35.49
957,73.0,205.0,31.84
958,75.0,210.0,26.67
959,70.0,180.0,34.75
960,70.0,180.0,28.91
961,74.0,197.0,32.73
962,75.0,220.0,35.72
963,74.0,228.0,42.6
964,74.0,190.0,26.22
965,73.0,204.0,21.85
966,74.0,165.0,24.28
967,75.0,216.0,22.41
968,77.0,220.0,32.56
969,73.0,208.0,32.74
970,74.0,210.0,26.39
971,76.0,215.0,28.8
972,74.0,195.0,28.2
973,75.0,200.0,26.52
974,73.0,215.0,34.52
975,76.0,229.0,34.32
976,78.0,240.0,26.98
977,75.0,207.0,28.86
978,73.0,205.0,24.96
979,77.0,208.0,25.3
980,74.0,185.0,27.06
981,72.0,190.0,25.44
982,74.0,170.0,25.53
983,72.0,208.0,34.87
984,71.0,225.0,24.63
985,73.0,190.0,27.99
986,75.0,225.0,27.12
987,73.0,185.0,31.14
988,67.0,180.0,30.21
989,67.0,165.0,32.11
990,76.0,240.0,31.91
991,74.0,220.0,34.44
992,73.0,212.0,36.68
993,70.0,163.0,37.66
994,75.0,215.0,30.98
995,70.0,175.0,27.07
996,72.0,205.0,29.11
997,77.0,210.0,25.82
998,79.0,205.0,25.5
999,78.0,208.0,29.57
